               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,             0.02583,            0.024237,           0.0036038,             0.82753,             0.84571,              0.8704,             0.52461,            0.032142,            0.034869,           0.0038658,           0.0057488,           0.0057488,           0.0057488
                 158,            0.025586,            0.025492,           0.0040184,             0.88021,             0.81278,             0.86181,             0.51267,            0.032374,            0.035631,           0.0039844,            0.005707,            0.005707,            0.005707
                 159,             0.02573,            0.024228,            0.003693,             0.89927,             0.80082,             0.86339,             0.51268,            0.032039,            0.034687,           0.0040409,           0.0056653,           0.0056653,           0.0056653
                 160,            0.025301,            0.024933,           0.0039259,             0.83308,             0.84671,             0.86365,             0.51128,             0.03197,             0.03563,            0.003929,           0.0056236,           0.0056236,           0.0056236
                 161,            0.024445,            0.025857,           0.0037329,             0.84496,             0.81686,             0.85434,             0.51492,            0.031647,            0.035118,           0.0036702,           0.0055819,           0.0055819,           0.0055819
                 162,            0.024418,            0.023177,           0.0036338,             0.87299,             0.79371,             0.85273,              0.5144,            0.032436,            0.035921,           0.0039289,           0.0055403,           0.0055403,           0.0055403
                 163,            0.025057,            0.024397,           0.0039297,             0.86049,             0.81379,             0.86602,              0.5198,             0.03249,            0.035578,           0.0041396,           0.0054987,           0.0054987,           0.0054987
                 164,            0.023937,             0.02318,           0.0038903,             0.88548,             0.80398,             0.85986,             0.52698,             0.03206,            0.035977,           0.0039253,           0.0054571,           0.0054571,           0.0054571
                 165,            0.024017,            0.023447,            0.003958,             0.80729,             0.85933,             0.86992,             0.52063,            0.031689,            0.036025,           0.0037914,           0.0054157,           0.0054157,           0.0054157
                 166,            0.024671,            0.023404,           0.0039372,             0.85402,             0.79959,             0.86703,             0.50647,            0.032053,            0.037267,           0.0037542,           0.0053743,           0.0053743,           0.0053743
                 167,            0.026425,            0.024619,            0.003938,             0.82167,             0.84127,             0.87041,             0.51615,            0.032074,            0.036314,            0.003809,           0.0053329,           0.0053329,           0.0053329
                 168,            0.025255,             0.02392,           0.0040552,             0.82902,             0.82967,             0.85681,             0.51828,            0.031775,            0.036031,            0.003816,           0.0052917,           0.0052917,           0.0052917
                 169,            0.024371,            0.022726,           0.0038537,             0.81788,             0.80259,             0.84889,              0.5086,            0.032326,            0.036678,           0.0038644,           0.0052505,           0.0052505,           0.0052505
                 170,            0.024081,            0.024014,           0.0037025,             0.87453,             0.76753,             0.85025,              0.5145,            0.032126,            0.037077,           0.0039023,           0.0052094,           0.0052094,           0.0052094
                 171,            0.025246,            0.023868,           0.0039057,             0.89256,             0.76706,             0.85263,             0.51666,            0.032348,            0.037128,           0.0038526,           0.0051684,           0.0051684,           0.0051684
                 172,            0.023835,            0.024089,           0.0039743,             0.82376,             0.83814,              0.8645,             0.51956,            0.031842,            0.037015,           0.0038838,           0.0051274,           0.0051274,           0.0051274
                 173,            0.024379,            0.023134,           0.0039121,             0.83032,             0.82705,             0.86341,             0.52189,            0.031765,             0.03651,           0.0041263,           0.0050866,           0.0050866,           0.0050866
                 174,            0.024508,            0.024156,           0.0035804,             0.83323,             0.83662,             0.86226,             0.51311,            0.031591,            0.035668,           0.0040254,           0.0050459,           0.0050459,           0.0050459
                 175,            0.026086,            0.024034,           0.0036137,             0.84983,             0.82803,             0.87515,             0.52078,            0.031551,            0.035081,           0.0039946,           0.0050052,           0.0050052,           0.0050052
                 176,            0.024337,             0.02359,           0.0040465,             0.85306,              0.8634,             0.88741,             0.52296,            0.032199,            0.034893,           0.0040085,           0.0049647,           0.0049647,           0.0049647
                 177,             0.02323,             0.02425,            0.003831,             0.82175,             0.87111,             0.87344,             0.51518,            0.032228,            0.035422,           0.0040838,           0.0049243,           0.0049243,           0.0049243
                 178,            0.023805,            0.024044,           0.0033999,             0.82859,             0.84806,             0.87317,              0.5218,            0.031971,            0.035297,           0.0041173,            0.004884,            0.004884,            0.004884
                 179,             0.02352,            0.022568,           0.0034557,             0.86172,             0.83175,             0.86797,             0.52169,            0.032238,            0.036252,           0.0040843,           0.0048439,           0.0048439,           0.0048439
                 180,            0.022545,            0.023603,           0.0037554,             0.84778,             0.82867,             0.87318,             0.52243,            0.031911,            0.035362,           0.0041636,           0.0048038,           0.0048038,           0.0048038
                 181,            0.023459,            0.023947,           0.0036716,             0.83906,             0.83438,             0.86208,             0.52245,            0.031723,            0.036278,           0.0040443,           0.0047639,           0.0047639,           0.0047639
                 182,            0.023991,            0.023689,           0.0037508,             0.81771,             0.84085,             0.85165,             0.51355,            0.031689,              0.0372,           0.0039784,           0.0047242,           0.0047242,           0.0047242
                 183,            0.023684,            0.022943,           0.0036528,             0.86917,             0.81203,             0.85224,             0.52263,            0.031581,            0.036374,           0.0037985,           0.0046845,           0.0046845,           0.0046845
                 184,            0.023132,            0.023623,           0.0035733,              0.8795,             0.82725,             0.87144,             0.52574,             0.03158,            0.036435,           0.0037326,            0.004645,            0.004645,            0.004645
                 185,            0.022852,            0.022764,           0.0036048,              0.8453,             0.84325,             0.86615,             0.52289,            0.031567,            0.036331,            0.004008,           0.0046057,           0.0046057,           0.0046057
                 186,             0.02346,            0.022435,           0.0037823,             0.84708,             0.83987,             0.86412,              0.5146,            0.031703,            0.035736,           0.0038267,           0.0045665,           0.0045665,           0.0045665
                 187,             0.02344,            0.022319,           0.0036431,             0.82632,             0.84768,             0.86524,             0.51859,            0.031656,            0.035462,           0.0037714,           0.0045275,           0.0045275,           0.0045275
                 188,            0.022073,            0.022446,           0.0032607,             0.82237,             0.85408,             0.86822,              0.5265,            0.031304,            0.035402,           0.0036172,           0.0044886,           0.0044886,           0.0044886
                 189,            0.022639,            0.021661,           0.0038886,             0.82106,             0.85004,             0.86262,             0.52316,            0.031247,            0.036107,           0.0035074,           0.0044499,           0.0044499,           0.0044499
                 190,            0.022726,            0.023288,           0.0035604,             0.81866,             0.83675,              0.8615,             0.52104,            0.031609,            0.036603,           0.0034826,           0.0044114,           0.0044114,           0.0044114
                 191,            0.023387,            0.023483,           0.0036722,             0.80877,             0.84152,              0.8554,             0.52273,            0.031966,            0.036419,           0.0034375,           0.0043731,           0.0043731,           0.0043731
                 192,            0.022466,            0.022368,           0.0036165,             0.81627,             0.83662,             0.86307,             0.51052,            0.031799,            0.036021,           0.0035791,           0.0043349,           0.0043349,           0.0043349
                 193,            0.022675,            0.023718,           0.0035053,             0.82318,             0.83833,              0.8591,             0.51173,            0.031898,             0.03509,           0.0037663,           0.0042969,           0.0042969,           0.0042969
                 194,            0.022004,            0.022527,           0.0037322,             0.84028,             0.85034,             0.86962,             0.52438,            0.031598,            0.034938,           0.0037514,           0.0042591,           0.0042591,           0.0042591
                 195,            0.022188,             0.02301,           0.0036591,             0.83634,             0.83986,             0.86792,             0.52479,            0.031717,            0.035962,           0.0037082,           0.0042215,           0.0042215,           0.0042215
                 196,            0.021746,            0.023104,           0.0037323,             0.85859,              0.8259,             0.87548,             0.52426,            0.032581,            0.036975,           0.0038441,            0.004184,            0.004184,            0.004184
                 197,            0.022647,            0.022203,           0.0038965,             0.84361,             0.84188,              0.8765,             0.53834,            0.031217,             0.03565,           0.0039039,           0.0041468,           0.0041468,           0.0041468
                 198,            0.021869,            0.023108,           0.0035065,             0.86781,             0.80829,             0.86961,             0.52641,             0.03169,            0.036127,           0.0038322,           0.0041098,           0.0041098,           0.0041098
                 199,            0.023142,            0.022537,            0.003742,             0.86448,             0.83426,             0.88142,             0.53482,              0.0314,            0.035569,           0.0038708,            0.004073,            0.004073,            0.004073
                 200,             0.02233,            0.025002,           0.0037872,             0.81981,             0.85702,             0.86894,              0.5286,            0.031465,            0.036034,           0.0039268,           0.0040364,           0.0040364,           0.0040364
                 201,            0.020836,            0.021923,           0.0033871,             0.86154,             0.81746,             0.86916,             0.53353,            0.031441,            0.035978,           0.0039363,               0.004,               0.004,               0.004
                 202,            0.022002,            0.022425,           0.0036301,             0.81949,             0.85563,             0.87058,              0.5333,            0.031404,            0.036531,           0.0039039,           0.0039638,           0.0039638,           0.0039638
                 203,             0.02292,            0.021978,           0.0036475,             0.79473,             0.87007,             0.87288,             0.51979,            0.031851,            0.036573,           0.0039578,           0.0039279,           0.0039279,           0.0039279
                 204,            0.022124,            0.022845,           0.0034594,             0.85083,             0.84112,             0.86549,             0.52741,            0.031773,            0.035519,           0.0039065,           0.0038922,           0.0038922,           0.0038922
                 205,            0.021605,            0.022322,           0.0037936,             0.83806,              0.8668,             0.87475,             0.52992,            0.031794,            0.036012,           0.0039385,           0.0038567,           0.0038567,           0.0038567
                 206,            0.021671,            0.021008,           0.0035862,             0.82447,             0.83941,              0.8614,              0.5224,            0.031281,            0.036206,            0.003976,           0.0038214,           0.0038214,           0.0038214
                 207,            0.022556,             0.02192,           0.0037007,             0.83594,             0.82602,             0.85681,             0.51981,             0.03107,            0.036462,           0.0040318,           0.0037864,           0.0037864,           0.0037864
                 208,            0.021993,            0.022652,           0.0036589,             0.84397,             0.83688,             0.86814,             0.52578,              0.0314,            0.036413,            0.004102,           0.0037517,           0.0037517,           0.0037517
                 209,             0.02112,            0.021862,           0.0036042,             0.84208,             0.84045,             0.86036,             0.52997,            0.031409,            0.036569,           0.0040288,           0.0037171,           0.0037171,           0.0037171
                 210,            0.021603,            0.020811,           0.0035906,             0.87774,             0.79338,             0.85929,             0.52811,            0.031567,            0.037762,           0.0039514,           0.0036829,           0.0036829,           0.0036829
                 211,            0.021557,            0.021413,           0.0034223,             0.89082,             0.77571,              0.8614,             0.51797,            0.031698,            0.037679,           0.0037846,           0.0036489,           0.0036489,           0.0036489
                 212,            0.021373,             0.02227,           0.0035412,             0.81135,             0.86088,             0.87136,             0.52299,            0.031042,            0.036635,           0.0036126,           0.0036151,           0.0036151,           0.0036151
                 213,            0.021449,            0.021377,            0.003722,             0.85882,             0.82163,             0.86915,             0.53302,            0.031144,             0.03624,           0.0036396,           0.0035816,           0.0035816,           0.0035816
                 214,            0.021827,            0.021634,           0.0036205,             0.84363,             0.83821,             0.86958,             0.53325,            0.031002,             0.03667,           0.0037224,           0.0035484,           0.0035484,           0.0035484
                 215,            0.021327,            0.021649,           0.0031913,             0.82985,             0.87018,             0.87573,             0.54493,            0.031235,            0.036438,           0.0036827,           0.0035154,           0.0035154,           0.0035154
                 216,            0.021599,            0.022635,              0.0036,              0.8482,             0.85043,             0.88065,             0.54012,            0.030946,            0.036358,           0.0035876,           0.0034827,           0.0034827,           0.0034827
                 217,            0.021314,            0.021484,           0.0037124,             0.82439,             0.86335,             0.87334,             0.53237,            0.030952,            0.036485,           0.0035436,           0.0034503,           0.0034503,           0.0034503
                 218,            0.021243,            0.021018,           0.0036426,             0.84038,             0.86169,             0.87089,             0.52993,            0.031173,            0.036351,           0.0036018,           0.0034182,           0.0034182,           0.0034182
                 219,            0.021433,            0.020964,           0.0037778,             0.84429,             0.85314,             0.87222,             0.52785,             0.03112,            0.036543,           0.0037256,           0.0033863,           0.0033863,           0.0033863
                 220,            0.021811,            0.022167,           0.0042092,             0.84118,               0.851,             0.86169,             0.52667,             0.03086,            0.036342,           0.0037355,           0.0033548,           0.0033548,           0.0033548
                 221,            0.019992,            0.020751,            0.003126,             0.84644,             0.85138,             0.87076,             0.53292,             0.03062,            0.036665,           0.0037583,           0.0033235,           0.0033235,           0.0033235
                 222,            0.020427,            0.020611,           0.0032568,             0.83158,             0.84078,             0.87379,             0.52321,            0.030612,            0.037202,           0.0037822,           0.0032925,           0.0032925,           0.0032925
                 223,            0.020468,            0.020996,            0.003367,             0.84515,             0.85907,             0.86961,             0.53227,            0.030681,            0.036468,           0.0038549,           0.0032618,           0.0032618,           0.0032618
                 224,            0.019922,            0.020462,           0.0034387,             0.83153,             0.86658,             0.86722,             0.53204,            0.031106,            0.037297,           0.0038991,           0.0032314,           0.0032314,           0.0032314
                 225,            0.020436,            0.020253,           0.0034423,             0.83048,             0.85403,             0.85763,              0.5203,            0.031696,            0.038611,           0.0039071,           0.0032013,           0.0032013,           0.0032013
                 226,            0.020961,            0.021308,           0.0035062,             0.81154,             0.86168,             0.85321,             0.51262,            0.031547,            0.038542,           0.0040042,           0.0031716,           0.0031716,           0.0031716
                 227,            0.020417,            0.020727,           0.0034431,             0.82329,             0.86015,             0.86819,             0.52433,            0.031229,            0.036894,           0.0038794,           0.0031421,           0.0031421,           0.0031421
                 228,            0.020275,            0.020778,           0.0035686,             0.82888,             0.84259,             0.87085,             0.52824,            0.030856,            0.036132,           0.0038111,            0.003113,            0.003113,            0.003113
                 229,            0.020671,            0.020296,           0.0035143,             0.83244,             0.84225,             0.86259,             0.52192,             0.03077,            0.036537,            0.003784,           0.0030841,           0.0030841,           0.0030841
                 230,            0.020604,            0.020349,           0.0036645,             0.82992,             0.85181,              0.8593,             0.51768,            0.031066,            0.037496,            0.003856,           0.0030556,           0.0030556,           0.0030556
                 231,            0.020351,            0.021815,           0.0033864,             0.83659,             0.84909,             0.85548,             0.52391,            0.031492,             0.03801,           0.0040047,           0.0030274,           0.0030274,           0.0030274
                 232,            0.019527,            0.022347,           0.0030864,             0.83984,              0.8368,             0.85698,             0.52129,             0.03154,            0.037455,           0.0040843,           0.0029996,           0.0029996,           0.0029996
                 233,             0.01975,            0.020668,           0.0030518,              0.8698,             0.82455,             0.87026,             0.53123,             0.03143,             0.03729,           0.0039544,            0.002972,            0.002972,            0.002972
                 234,            0.019989,            0.020816,           0.0035068,             0.85262,             0.84252,              0.8712,             0.53589,            0.031326,            0.037253,           0.0039438,           0.0029448,           0.0029448,           0.0029448
                 235,            0.020784,            0.021322,           0.0037293,             0.85497,             0.82899,             0.87717,             0.53772,            0.031293,            0.036915,           0.0039129,           0.0029179,           0.0029179,           0.0029179
                 236,            0.020172,            0.020826,           0.0034489,             0.85155,             0.85481,              0.8744,             0.53853,            0.031077,            0.037323,           0.0039035,           0.0028914,           0.0028914,           0.0028914
                 237,            0.020155,            0.020838,           0.0034176,             0.84791,             0.85071,             0.87235,             0.53411,            0.030997,            0.037706,           0.0038173,           0.0028652,           0.0028652,           0.0028652
                 238,             0.01943,            0.020611,           0.0032451,             0.85527,             0.83532,             0.86686,             0.53475,            0.030721,            0.037929,           0.0038681,           0.0028394,           0.0028394,           0.0028394
                 239,            0.020448,            0.021321,           0.0033161,             0.85371,             0.82818,             0.86235,             0.52918,            0.031109,            0.037043,            0.003885,           0.0028139,           0.0028139,           0.0028139
                 240,            0.020177,             0.02073,           0.0033416,             0.84308,             0.86231,             0.87678,             0.53692,            0.031143,            0.036272,            0.003959,           0.0027887,           0.0027887,           0.0027887
                 241,            0.019819,            0.020562,           0.0035254,             0.82585,             0.86732,             0.87628,             0.53859,            0.031258,            0.036271,           0.0039735,           0.0027639,           0.0027639,           0.0027639
                 242,            0.019573,            0.020178,           0.0032186,             0.87576,             0.81541,             0.87067,             0.52865,            0.031435,            0.037234,           0.0038511,           0.0027395,           0.0027395,           0.0027395
                 243,            0.020134,            0.021254,           0.0036034,             0.83079,             0.85699,             0.87187,             0.53416,            0.031289,             0.03682,           0.0036587,           0.0027154,           0.0027154,           0.0027154
                 244,            0.019532,             0.02039,           0.0031476,             0.84992,             0.83841,             0.86664,               0.532,            0.031356,            0.037733,           0.0036253,           0.0026917,           0.0026917,           0.0026917
                 245,            0.019682,             0.02078,           0.0034803,             0.85315,             0.83326,             0.86846,              0.5383,            0.031085,            0.037407,           0.0035938,           0.0026683,           0.0026683,           0.0026683
                 246,             0.02022,            0.021041,           0.0033072,             0.82132,             0.86091,             0.87283,             0.53415,            0.031236,            0.037045,           0.0036537,           0.0026453,           0.0026453,           0.0026453
                 247,            0.020567,            0.020793,           0.0036473,             0.83009,             0.86084,             0.87725,             0.53828,            0.031393,            0.036973,           0.0036725,           0.0026227,           0.0026227,           0.0026227
                 248,            0.019557,            0.019555,           0.0031744,             0.82529,             0.85408,             0.87276,             0.53572,            0.031345,            0.037125,           0.0037615,           0.0026004,           0.0026004,           0.0026004
                 249,             0.01952,            0.020192,           0.0026504,             0.83431,             0.84684,             0.87229,             0.53414,            0.031317,            0.037314,           0.0037349,           0.0025785,           0.0025785,           0.0025785
                 250,             0.01955,            0.019954,           0.0035123,             0.82345,             0.85361,             0.86954,             0.53529,            0.031299,             0.03727,           0.0038566,            0.002557,            0.002557,            0.002557
                 251,            0.019322,             0.02016,           0.0033368,             0.84473,             0.86156,             0.88673,             0.54203,             0.03143,            0.036709,           0.0038164,           0.0025359,           0.0025359,           0.0025359
                 252,             0.01986,             0.02094,           0.0036306,             0.83835,             0.87218,             0.88317,             0.54825,            0.031395,            0.036555,           0.0037901,           0.0025151,           0.0025151,           0.0025151
                 253,            0.019293,             0.01948,            0.003257,             0.85574,              0.8565,             0.88114,              0.5453,            0.031154,            0.036217,           0.0037661,           0.0024948,           0.0024948,           0.0024948
                 254,            0.019585,            0.019965,            0.003344,             0.85829,             0.82807,             0.86932,             0.53715,            0.031424,            0.037056,           0.0038289,           0.0024748,           0.0024748,           0.0024748
                 255,            0.019419,            0.020204,           0.0036744,             0.83099,             0.85404,             0.86842,              0.5338,            0.031553,            0.037991,           0.0037862,           0.0024552,           0.0024552,           0.0024552
                 256,            0.019054,            0.019434,           0.0032363,              0.8427,             0.84423,             0.87068,             0.53361,            0.031421,            0.038026,            0.003845,            0.002436,            0.002436,            0.002436
                 257,            0.018985,            0.019685,           0.0033456,             0.83674,             0.83789,             0.86995,             0.53455,            0.031202,            0.037908,           0.0039635,           0.0024172,           0.0024172,           0.0024172
                 258,            0.019016,            0.019014,            0.003511,              0.8291,             0.83992,             0.87364,             0.53355,             0.03121,            0.037872,           0.0039292,           0.0023987,           0.0023987,           0.0023987
                 259,            0.019547,            0.018576,           0.0033945,             0.82609,             0.85035,             0.87013,             0.53316,            0.031528,            0.038826,           0.0039279,           0.0023807,           0.0023807,           0.0023807
                 260,            0.019808,              0.0198,           0.0036265,             0.83132,             0.83206,             0.86298,             0.52834,             0.03162,            0.039736,           0.0037788,           0.0023631,           0.0023631,           0.0023631
                 261,            0.019297,            0.019949,           0.0032358,             0.84564,              0.8096,             0.85537,             0.53184,            0.031624,            0.039277,           0.0036874,           0.0023458,           0.0023458,           0.0023458
                 262,            0.019243,            0.019755,           0.0033998,             0.83086,              0.8613,             0.86474,             0.53249,            0.031496,            0.039044,           0.0036885,            0.002329,            0.002329,            0.002329
                 263,            0.018447,            0.018729,            0.002933,             0.82548,             0.85044,             0.87445,             0.53723,            0.031377,            0.038678,           0.0036909,           0.0023125,           0.0023125,           0.0023125
                 264,             0.01922,            0.019131,           0.0036409,             0.83799,             0.84663,             0.87499,             0.53552,            0.031281,            0.038427,            0.003673,           0.0022965,           0.0022965,           0.0022965
                 265,            0.019168,            0.019662,           0.0031586,             0.84845,             0.84599,              0.8704,              0.5335,            0.031359,             0.03879,           0.0036501,           0.0022809,           0.0022809,           0.0022809
                 266,            0.019084,            0.019701,           0.0030554,             0.83832,             0.86049,              0.8722,             0.53317,            0.031658,            0.039032,           0.0036985,           0.0022657,           0.0022657,           0.0022657
                 267,            0.019236,            0.019938,           0.0029157,             0.84784,             0.85415,             0.87606,             0.53262,            0.031796,            0.039025,           0.0037714,           0.0022509,           0.0022509,           0.0022509
                 268,            0.018899,            0.019725,           0.0033192,             0.83181,             0.86296,              0.8732,             0.54058,             0.03113,            0.037296,           0.0035406,           0.0022365,           0.0022365,           0.0022365
                 269,            0.018994,            0.020552,           0.0034001,             0.84521,             0.85789,              0.8737,             0.53601,            0.031139,            0.037616,           0.0035173,           0.0022225,           0.0022225,           0.0022225
                 270,            0.019217,             0.01994,           0.0033081,              0.8479,             0.85767,             0.87192,             0.53385,            0.031161,            0.038052,           0.0034929,           0.0022089,           0.0022089,           0.0022089
                 271,            0.019288,            0.018929,           0.0030596,              0.8428,             0.85083,             0.86804,                0.54,            0.031372,            0.038633,           0.0035428,           0.0021958,           0.0021958,           0.0021958
                 272,            0.018745,            0.018361,           0.0032465,             0.84342,             0.85289,             0.86454,             0.53264,            0.031463,            0.039266,           0.0037151,            0.002183,            0.002183,            0.002183
                 273,            0.018693,            0.020422,           0.0032887,             0.84161,             0.84875,             0.86505,             0.53279,            0.031278,            0.039081,           0.0038226,           0.0021707,           0.0021707,           0.0021707
                 274,            0.019543,              0.0211,           0.0033713,             0.83534,             0.84821,             0.86558,             0.52691,            0.031412,            0.038525,            0.003811,           0.0021588,           0.0021588,           0.0021588
                 275,             0.01901,            0.020519,           0.0037153,             0.86713,             0.81867,             0.86478,             0.52863,            0.031656,            0.038665,           0.0037856,           0.0021473,           0.0021473,           0.0021473
                 276,            0.019478,            0.020002,            0.003498,              0.8186,             0.86545,             0.86805,              0.5318,            0.031531,            0.038806,            0.003766,           0.0021363,           0.0021363,           0.0021363
                 277,            0.018735,            0.019189,           0.0033275,             0.82415,              0.8717,             0.86902,              0.5347,            0.031476,            0.039279,           0.0037144,           0.0021257,           0.0021257,           0.0021257
                 278,            0.019286,            0.020039,           0.0031832,             0.84076,             0.83772,             0.86599,              0.5281,            0.031416,            0.039511,           0.0036472,           0.0021155,           0.0021155,           0.0021155
                 279,            0.018795,            0.019582,           0.0034084,             0.81694,             0.86582,             0.86696,             0.53479,            0.031364,            0.039177,           0.0035386,           0.0021057,           0.0021057,           0.0021057
                 280,            0.018965,            0.020545,           0.0031885,             0.83482,             0.85556,             0.87348,             0.54181,            0.031065,            0.038901,           0.0035561,           0.0020963,           0.0020963,           0.0020963
                 281,            0.018925,             0.01989,           0.0034292,             0.80711,              0.8671,             0.86431,             0.53507,             0.03102,            0.039245,           0.0036058,           0.0020874,           0.0020874,           0.0020874
                 282,            0.019035,            0.020081,           0.0032592,             0.83765,             0.83281,             0.86122,             0.53277,            0.031022,            0.038873,            0.003562,           0.0020789,           0.0020789,           0.0020789
                 283,              0.0188,            0.020128,           0.0036021,             0.84053,             0.84706,              0.8679,             0.52926,            0.031133,            0.038901,           0.0035383,           0.0020709,           0.0020709,           0.0020709
                 284,            0.018944,            0.019548,           0.0031391,             0.85444,               0.838,              0.8702,             0.53372,            0.031105,            0.038323,            0.003619,           0.0020632,           0.0020632,           0.0020632
                 285,            0.018371,            0.020424,           0.0032053,             0.81716,             0.86745,             0.87007,             0.53391,            0.031064,             0.03785,            0.003483,            0.002056,            0.002056,            0.002056
                 286,            0.018268,            0.019831,           0.0030381,              0.8354,             0.86122,             0.86763,             0.53866,            0.031114,            0.037804,           0.0034844,           0.0020492,           0.0020492,           0.0020492
                 287,            0.017669,            0.017898,           0.0026305,              0.8422,             0.86565,             0.87334,             0.53836,            0.031351,            0.037575,           0.0036041,           0.0020429,           0.0020429,           0.0020429
                 288,            0.018509,            0.019354,           0.0033437,             0.81728,             0.87518,             0.87187,             0.53995,            0.031021,            0.037588,           0.0037264,            0.002037,            0.002037,            0.002037
                 289,            0.018476,            0.018506,           0.0034325,              0.8232,             0.85064,             0.87173,             0.54031,             0.03074,            0.037804,           0.0038717,           0.0020315,           0.0020315,           0.0020315
                 290,            0.018376,             0.01895,           0.0033106,              0.8416,             0.85144,             0.86673,             0.53571,            0.031025,            0.038067,            0.003872,           0.0020265,           0.0020265,           0.0020265
                 291,            0.019084,            0.019749,           0.0033873,             0.85022,             0.83876,              0.8687,             0.53522,            0.031181,             0.03819,           0.0038101,           0.0020219,           0.0020219,           0.0020219
                 292,            0.019146,            0.020502,           0.0031973,             0.85017,             0.82903,             0.86304,             0.52945,            0.031149,            0.038817,           0.0037826,           0.0020178,           0.0020178,           0.0020178
                 293,            0.018783,            0.019038,           0.0032698,             0.82757,             0.86257,             0.86662,             0.53558,            0.031199,            0.038787,           0.0038626,            0.002014,            0.002014,            0.002014
                 294,            0.018594,            0.019224,           0.0031964,             0.81829,             0.86295,             0.86647,             0.54073,            0.031124,            0.038324,           0.0038543,           0.0020107,           0.0020107,           0.0020107
                 295,            0.018897,            0.019918,           0.0032806,             0.83751,             0.84329,             0.86945,             0.54484,            0.031207,            0.038149,           0.0038163,           0.0020079,           0.0020079,           0.0020079
                 296,            0.018557,             0.01956,           0.0032099,             0.84399,             0.82943,             0.87048,             0.54383,            0.031121,            0.037898,           0.0037421,           0.0020055,           0.0020055,           0.0020055
                 297,            0.018692,            0.019115,           0.0030984,             0.83906,             0.83579,             0.86799,               0.543,            0.031057,            0.038348,           0.0038362,           0.0020035,           0.0020035,           0.0020035
                 298,            0.017836,            0.018684,           0.0027545,             0.83134,             0.84361,             0.86615,             0.53901,            0.031292,            0.038582,           0.0039764,            0.002002,            0.002002,            0.002002
                 299,            0.018197,            0.019088,           0.0031128,             0.82824,             0.83697,             0.86601,              0.5366,            0.031295,            0.038463,           0.0039736,           0.0020009,           0.0020009,           0.0020009
